id,old_id,name,reaction_eq_annotation,reaction_eq,reaction_abbreviation,reaction_eq_name,GPR,lower_bound,upper_bound,Object,EC_number,Unique_EC,annotation,Subsystem,KEGG_pathway,KEGG_iZM516_pathway,notes,annotated_in_pathway
rxn02107,rxn02107_c0,salicylaldehyde_NAD_plus__oxidoreductase_c0,"{""cpd00001_c0"":-1.0,""cpd00003_c0"":-1.0,""cpd03709_c0"":-1.0,""cpd00004_c0"":1.0,""cpd00067_c0"":2.0,""cpd00599_c0"":1.0}",cpd00001_c0 + cpd00003_c0 + cpd03709_c0 <=> cpd00004_c0 + 2.0 cpd00067_c0 + cpd00599_c0,h2o_c + nad_c + SALICYLALDEHYDE_c <=> nadh_c + 2.0 h_c + salc_c,H2O_c0 + NAD_c0 + Salicylaldehyde_c0 <=> NADH_c0 + 2.0 H_plus_c0 + SALC_c0,ZMO1407,-1000,1000,0,1.2.1.-|1.2.1.65,1.2.1.-|1.2.1.65,"{'AraCyc': '1.2.1.65-RXN', 'kegg.reaction': 'R02941', 'biocyc': 'META:1.2.1.65-RXN', 'TS_Athaliana': 'rxn739_c; rxn739_v; rxn739_x', 'iAbaylyiv4': '1.2.1.65-RXN', 'seed.reaction': 'rxn02107', 'ec-code': '1.2.1.65', 'rhea': '18540','sbo':'SBO:0000176'}",,Naphthalene degradation,Xenobiotics,,
rxn02115,rxn02115_c0,R_Acetoin_racemase_c0,"{""cpd00361_c0"":-1.0,""cpd01221_c0"":1.0}",cpd00361_c0 <=> cpd01221_c0,actn-R_c <=> (S)-Acetoin_c,ACTN_c0 <=> (S)_Acetoin_c0,ZMO0018,-1000,1000,0,5.1.2.4,5.1.2.4,"{'kegg.reaction': 'R02949', 'biocyc': 'META:ACETOIN-RACEMASE-RXN', 'seed.reaction': 'rxn02115', 'ec-code': '5.1.2.4', 'rhea': '12095','sbo':'SBO:0000176'}",,Butanoate metabolism,Carbohydrate,,
rxn02144,rxn02144_c0,4_carboxymethylbut_3_en_4_olide_enol_lactonohydrolase_c0,"{""cpd00001_c0"":-1.0,""cpd02255_c0"":-1.0,""cpd00067_c0"":1.0,""cpd00630_c0"":1.0}",cpd00001_c0 + cpd02255_c0 --> cpd00067_c0 + cpd00630_c0,h2o_c + 5odhf2a_c --> h_c + 3oxadp_c,H2O_c0 + 3_oxoadipate_enol_lactone_c0 --> H_plus_c0 + 3_Oxoadipate_c0,ZMO0053,0,1000,0,3.1.1.24,3.1.1.24,"{'bigg.reaction': 'OXOAEL; PCAD', 'kegg.reaction': 'R02991', 'biocyc': 'META:3-OXOADIPATE-ENOL-LACTONASE-RXN', 'iAbaylyiv4': '3-OXOADIPATE-ENOL-LACTONASE-RXN', 'iJN746': 'OXOAEL', 'seed.reaction': 'rxn02144', 'ec-code': '3.1.1.24', 'rhea': '10185','sbo':'SBO:0000176'}",Metabolism of central aromatic intermediates; Peripheral pathways for catabolism of aromatic compounds,Benzoate degradation,Xenobiotics,,
rxn02155,rxn02155_c0,ATP_nicotinamide_nucleotide_adenylyltransferase_c0,"{""cpd00002_c0"":-1.0,""cpd00873_c0"":-1.0,""cpd00012_c0"":1.0,""cpd00638_c0"":1.0}",cpd00002_c0 + cpd00873_c0 <=> cpd00012_c0 + cpd00638_c0,atp_c + nicrnt_c --> ppi_c + dnad_c,ATP_c0 + Nicotinate_ribonucleotide_c0 <=> PPi_c0 + Deamido_NAD_c0,ZMO1662,0,1000,0,2.7.7.1|2.7.7.18,2.7.7.1|2.7.7.18,"{'AraCyc': 'NICONUCADENYLYLTRAN-RXN', 'bigg.reaction': 'NNAT; NNATm; NNATr; YLR328W_1; YLR328W_2', 'BrachyCyc': 'NICONUCADENYLYLTRAN-RXN', 'kegg.reaction': 'R03005', 'biocyc': 'META:NICONUCADENYLYLTRAN-RXN', 'seed.reaction': 'rxn02155', 'ec-code': '2.7.7.18', 'rhea': '22861','sbo':'SBO:0000176'}",CBSS-1313.3.peg.391; NAD and NADP; 271-Bsub; Plant-Prokaryote DOE project; Supplement for the paper 1; Supplement for the paper 2,Nicotinate and nicotinamide metabolism,Nucleotide,,NAD metabolism
rxn02159,rxn02159_c0,L_Histidinol_NAD_plus__oxidoreductase_c0,"{""cpd00003_c0"":-1.0,""cpd00641_c0"":-1.0,""cpd00004_c0"":1.0,""cpd00067_c0"":1.0,""cpd01324_c0"":1.0}",cpd00003_c0 + cpd00641_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd01324_c0,nad_c + histd_c <=> nadh_c + h_c + cbs_412_c,NAD_c0 + L_Histidinol_c0 <=> NADH_c0 + H_plus_c0 + L_Histidinal_c0,ZMO1551,-1000,1000,0,1.1.1.23,1.1.1.23,"{'AraCyc': 'HISTOLDEHYD-RXN', 'BrachyCyc': 'HISTOLDEHYD-RXN', 'ChlamyCyc': 'HISTOLDEHYD-RXN', 'kegg.reaction': 'R03012', 'biocyc': 'META:HISTOLDEHYD-RXN', 'seed.reaction': 'rxn02159', 'rhea': '33799','sbo':'SBO:0000176'}",Histidine Metabolism; XXBOB,Histidine metabolism,Amino acids,,histidine metabolism
rxn02160,rxn02160_c0,L_Histidinol_phosphate_phosphohydrolase_c0,"{""cpd00001_c0"":-1.0,""cpd00807_c0"":-1.0,""cpd00009_c0"":1.0,""cpd00641_c0"":1.0}",cpd00001_c0 + cpd00807_c0 --> cpd00009_c0 + cpd00641_c0,h2o_c + hisp_c --> pi_c + histd_c,H2O_c0 + L_histidinol_phosphate_c0 --> Phosphate_c0 + L_Histidinol_c0,ZMO1518,0,1000,0,3.1.3.15,3.1.3.15,"{'AraCyc': 'HISTIDPHOS-RXN', 'bigg.reaction': 'HIS2; HISTP', 'BrachyCyc': 'HISTIDPHOS-RXN', 'kegg.reaction': 'R03013', 'biocyc': 'META:HISTIDPHOS-RXN', 'seed.reaction': 'rxn02160','sbo':'SBO:0000176'}",Histidine Metabolism; XXBOB,Biosynthesis of secondary metabolites,Amino acids,,
rxn02166,rxn02166_c0,4_Nitrophenyl_phosphate_phosphohydrolase_c0,"{""cpd00001_c0"":-1.0,""cpd02135_c0"":-1.0,""cpd00009_c0"":1.0,""cpd00646_c0"":1.0}",cpd00001_c0 + cpd02135_c0 --> cpd00009_c0 + cpd00646_c0,h2o_c + 4-Nitrophenyl phosphate_c --> pi_c + PNP_c,H2O_c0 + 4_Nitrophenyl_phosphate_c0 --> Phosphate_c0 + PNP_c0,ZMO0938,0,1000,0,3.1.3.1|3.1.3.2|3.1.3.41,3.1.3.1|3.1.3.2|3.1.3.41,"{'AraCyc': '4-NITROPHENYLPHOSPHATASE-RXN', 'ChlamyCyc': '4-NITROPHENYLPHOSPHATASE-RXN', 'kegg.reaction': 'R03024', 'biocyc': 'META:4-NITROPHENYLPHOSPHATASE-RXN', 'PlantCyc': '4-NITROPHENYLPHOSPHATASE-RXN', 'seed.reaction': 'rxn02166', 'ec-code': '3.1.3.41', 'rhea': '21665','sbo':'SBO:0000176'}",P_uptake_(cyanobacteria); Phosphate_metabolism,Aminobenzoate degradation,Xenobiotics,,sulfopterin metabolism|NAD metabolism|vitamin B1 metabolism
rxn02175,rxn02175_c0,ATP_pantetheine_4_phosphate_adenylyltransferase_c0,"{""cpd00002_c0"":-1.0,""cpd00834_c0"":-1.0,""cpd00012_c0"":1.0,""cpd00655_c0"":1.0}",cpd00002_c0 + cpd00834_c0 <=> cpd00012_c0 + cpd00655_c0,atp_c + pan4p_c --> ppi_c + dpcoa_c,ATP_c0 + Phosphopantetheine_c0 <=> PPi_c0 + Dephospho_CoA_c0,ZMO0854,0,1000,0,2.7.7.3,2.7.7.3,"{'AraCyc': 'PANTEPADENYLYLTRAN-RXN', 'bigg.reaction': 'PTPAT; PTPATi; PTPATim; U94; U95', 'BrachyCyc': 'PANTEPADENYLYLTRAN-RXN', 'kegg.reaction': 'R03035', 'biocyc': 'META:PANTEPADENYLYLTRAN-RXN', 'seed.reaction': 'rxn02175', 'ec-code': '2.7.7.3', 'rhea': '19802','sbo':'SBO:0000176'}",CBSS-269801.1.peg.1715; Coenzyme A,Pantothenate and CoA biosynthesis,Cofactor/vitamin,,coenzyme A metabolism
rxn02177,rxn02177_c0,Isochorismate_pyruvate_hydrolase_c0,"{""cpd00001_c0"":-1.0,""cpd00658_c0"":-1.0,""cpd00020_c0"":1.0,""cpd02566_c0"":1.0}",cpd00001_c0 + cpd00658_c0 --> cpd00020_c0 + cpd02566_c0,h2o_c + ichor_c --> pyr_c + 23ddhb_c,H2O_c0 + Isochorismate_c0 --> Pyruvate_c0 + 2_3_Dihydroxy_2_3_dihydrobenzoate_c0,ZMO0758 or ZMO1840 or ZMO1887,0,1000,0,3.3.2.1,3.3.2.1,"{'BrachyCyc': 'ISOCHORMAT-RXN', 'ChlamyCyc': 'ISOCHORMAT-RXN', 'EcoCyc': 'ISOCHORMAT-RXN', 'kegg.reaction': 'R03037', 'biocyc': 'META:ISOCHORMAT-RXN', 'seed.reaction': 'rxn02177', 'ec-code': '3.3.2.1', 'rhea': '11112','sbo':'SBO:0000176'}",Aromatic amino acids and derivatives; NAD and NADP; Siderophores_of_catechol_family; Iron Scavenging Mechanisms,Biosynthesis of siderophore group nonribosomal peptides,Terpenoids and polyketides,,
rxn02181,rxn02181_c0,3_Hydroxypropionyl_CoA_hydro_lyase_c0,"{""cpd03375_c0"":-1.0,""cpd00001_c0"":1.0,""cpd00663_c0"":1.0}",cpd03375_c0 <=> cpd00001_c0 + cpd00663_c0,3-Hydroxypropanoyl-CoA_c <=> h2o_c + Acrylyl-CoA_c,3_Hydroxypropanoyl_CoA_c0 <=> H2O_c0 + Acrylyl_CoA_c0,ZMO0368,-1000,1000,0,4.2.1.116|4.2.1.17,4.2.1.116|4.2.1.17,"{'AraCyc': 'RXN-6383', 'BrachyCyc': 'RXN-6383', 'ChlamyCyc': 'RXN-6383', 'kegg.reaction': 'R03045', 'biocyc': 'META:RXN-6383', 'seed.reaction': 'rxn02181', 'ec-code': '4.2.1.116', 'rhea': '26518','sbo':'SBO:0000176'}",Branched-chain amino acids; Fermentation; Polyhydroxybutyrate_metabolism; Fatty acids; Anaerobic degradation of aromatic compounds; Peripheral pathways for catabolism of aromatic compounds; Carbonate_Biomineralization,Carbon fixation pathways in prokaryotes,Energy,,
rxn02182,rxn02182_c0,beta_alanyl_CoA_ammonia_lyase_acryloyl_CoA_forming_c0,"{""cpd01560_c0"":-1.0,""cpd00013_c0"":1.0,""cpd00663_c0"":1.0}",cpd01560_c0 <=> cpd00013_c0 + cpd00663_c0,beta-Alanyl-CoA_c <=> nh4_c + Acrylyl-CoA_c,beta_Alanyl_CoA_c0 <=> NH3_c0 + Acrylyl_CoA_c0,ZMO1770,-1000,1000,0,4.3.1.6,4.3.1.6,"{'kegg.reaction': 'R03046', 'biocyc': 'META:BETA-ALANYL-COA-AMMONIA-LYASE-RXN', 'seed.reaction': 'rxn02182', 'ec-code': '4.3.1.6', 'rhea': '12419','sbo':'SBO:0000176'}",,beta-Alanine metabolism,Other amino acids,,
rxn02185,rxn02185_c0,2_Acetolactate_pyruvate_lyase_carboxylating_c0,"{""cpd00056_c0"":-1.0,""cpd00668_c0"":-1.0,""cpd00020_c0"":1.0,""cpd03049_c0"":1.0}",cpd00056_c0 + cpd00668_c0 <=> cpd00020_c0 + cpd03049_c0,thmpp_c + alac-S_c <=> pyr_c + 2-Hydroxyethyl-ThPP_c,TPP_c0 + ALCTT_c0 <=> Pyruvate_c0 + 2_Hydroxyethyl_ThPP_c0,ZMO1140 and ZMO1139 or ZMO1140 and ZMO0687,-1000,1000,0,2.2.1.6,2.2.1.6,"{'AlgaGEM': 'R_R03050_c', 'AraGEM': 'R_R03050_c', 'kegg.reaction': 'R03050', 'Maize_C4GEM': 'R_R03050_c', 'TS_Athaliana': 'rxn745_p', 'seed.reaction': 'rxn02185','sbo':'SBO:0000176'}",Branched-chain amino acids; Fermentation; Organic acids; Programmed Cell Death and Toxin-antitoxin Systems,,Cofactor/vitamin,,valine metabolism|isoleucine metabolism|acetoin degradation
rxn02186,rxn02186_c0,2_3_Dihydroxy_3_methylbutanoate_NADP_plus__oxidoreductase_isomerizing_c0,"{""cpd00005_c0"":-1.0,""cpd00067_c0"":-1.0,""cpd00668_c0"":-1.0,""cpd00006_c0"":1.0,""cpd02498_c0"":1.0}",cpd00005_c0 + cpd00067_c0 + cpd00668_c0 <=> cpd00006_c0 + cpd02498_c0,nadph_c + h_c + alac-S_c <=> nadp_c + 23dhmb_c,NADPH_c0 + H_plus_c0 + ALCTT_c0 <=> NADP_c0 + 2_3_Dihydroxy_isovalerate_c0,ZMO1141,-1000,1000,0,1.1.1.86,1.1.1.86,"{'AlgaGEM': 'R_R03051_c', 'AraGEM': 'R_R03051_c', 'kegg.reaction': 'R03051', 'Maize_C4GEM': 'R_R03051_c', 'TS_Athaliana': 'rxn132_p; rxn746_c; rxn746_m; rxn746_p', 'seed.reaction': 'rxn02186','sbo':'SBO:0000176'}",Branched-chain amino acids; Coenzyme A,Pantothenate and CoA biosynthesis,Cofactor/vitamin,,valine metabolism|isoleucine metabolism
rxn02190,rxn02190_c0,5_6_Dihydrothymine_amidohydrolase_c0,"{""cpd00001_c0"":-1.0,""cpd00673_c0"":-1.0,""cpd00067_c0"":1.0,""cpd03034_c0"":1.0}",cpd00001_c0 + cpd00673_c0 --> cpd00067_c0 + cpd03034_c0,h2o_c + 56dthm_c --> h_c + 3uib_c,H2O_c0 + Dihydrothymine_c0 --> H_plus_c0 + 3_Ureidoisobutyrate_c0,ZMO1967 or ZMO0103,0,1000,0,3.5.2.2,3.5.2.2,"{'AraCyc': 'RXN-11211', 'bigg.reaction': 'DHPM2', 'CornCyc': 'RXN-11211', 'kegg.reaction': 'R03055', 'biocyc': 'META:RXN-11211', 'seed.reaction': 'rxn02190', 'ec-code': '3.5.2.2','sbo':'SBO:0000176'}",Pyrimidines; Hydantoin_metabolism,Pyrimidine metabolism,Nucleotide,,
rxn02199,rxn02199_c0,Acetyl_CoA_chloramphenicol_O3_acetyltransferase_c0,"{""cpd00022_c0"":-1.0,""cpd00680_c0"":-1.0,""cpd00010_c0"":1.0,""cpd02267_c0"":1.0}",cpd00022_c0 + cpd00680_c0 <=> cpd00010_c0 + cpd02267_c0,accoa_c + cm_c --> coa_c + cmac_c,Acetyl_CoA_c0 + Chloramphenicol_c0 <=> CoA_c0 + Chloramphenicol_3_acetate_c0,ZMO0225,0,1000,0,2.3.1.28,2.3.1.28,"{'bigg.reaction': 'CLAT', 'CornCyc': 'CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN', 'kegg.reaction': 'R03065', 'MaizeCyc': 'CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN', 'biocyc': 'META:CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN', 'seed.reaction': 'rxn02199', 'ec-code': '2.3.1.28', 'rhea': '18424','sbo':'SBO:0000176'}",,,Unassigned,,
rxn02200,rxn02200_c0,dihydropteroate synthase,"{""cpd00443_c0"":-1.0,""cpd00954_c0"":-1.0,""cpd00001_c0"":1.0,""cpd00683_c0"":1.0}",cpd00443_c0 + cpd00954_c0 <=> cpd00001_c0 + cpd00683_c0,4abz_c + 6hmhpt_c --> h2o_c + dhpt_c,ABEE_c0 + 6_hydroxymethyl_dihydropterin_c0 <=> H2O_c0 + Dihydropteroate_c0,ZMO1006,0,1000,0,2.5.1.15,2.5.1.15,"{'AlgaGEM': 'R_R03066_c', 'bigg.reaction': 'DHPS; DHPSm', 'JP_Creinhardtii_MSB': 'R_DHPS', 'kegg.reaction': 'R03066', 'biocyc': 'META:RXN-14226', 'seed.reaction': 'rxn02200', 'ec-code': '2.5.1.-', 'rhea': '30890','sbo':'SBO:0000176'}",CBSS-235.1.peg.567; Folate and pterines; Experimental-PTPS; Folate_Biosynthesis_(Phoenix_copy)_; YHI9; Plant-Prokaryote DOE project,Folate biosynthesis,Cofactor/vitamin,,tetrahydrofolate metabolism
rxn02201,rxn02201_c0,dihydropteroate synthase,"{""cpd00443_c0"":-1.0,""cpd02920_c0"":-1.0,""cpd00012_c0"":1.0,""cpd00683_c0"":1.0}",cpd00443_c0 + cpd02920_c0 --> cpd00012_c0 + cpd00683_c0,4abz_c + 6hmhptpp_c --> ppi_c + dhpt_c,ABEE_c0 + 7_8_Dihydropterin_pyrophosphate_c0 --> PPi_c0 + Dihydropteroate_c0,ZMO1006,0,1000,0,2.5.1.15,2.5.1.15,"{'AraCyc': 'H2PTEROATESYNTH-RXN', 'bigg.reaction': 'DHPS2; DHPS2FOLD3; FOLD3; FOLD3m; FOLDm', 'BrachyCyc': 'H2PTEROATESYNTH-RXN', 'kegg.reaction': 'R03067', 'biocyc': 'META:H2PTEROATESYNTH-RXN', 'seed.reaction': 'rxn02201', 'ec-code': '2.5.1.15', 'rhea': '19950','sbo':'SBO:0000176'}",CBSS-235.1.peg.567; Folate and pterines; Experimental-PTPS; Folate_Biosynthesis_(Phoenix_copy)_; YHI9; Plant-Prokaryote DOE project,Folate biosynthesis,Cofactor/vitamin,,tetrahydrofolate metabolism
rxn02212,rxn02212_c0,2_Dehydro_3_deoxy_D_arabino_heptonate_7_phosphate_phosphate_lyase_cyclyzing_c0,"{""cpd02857_c0"":-1.0,""cpd00009_c0"":1.0,""cpd00699_c0"":1.0}",cpd02857_c0 --> cpd00009_c0 + cpd00699_c0,2dda7p_c --> pi_c + 3dhq_c,DAHP_c0 --> Phosphate_c0 + 5_Dehydroquinate_c0,ZMO0593,0,1000,0,4.2.3.4,4.2.3.4,"{'AraCyc': '3-DEHYDROQUINATE-SYNTHASE-RXN', 'bigg.reaction': 'ARO1_1; DHQS', 'BrachyCyc': '3-DEHYDROQUINATE-SYNTHASE-RXN', 'kegg.reaction': 'R03083', 'biocyc': 'META:3-DEHYDROQUINATE-SYNTHASE-RXN', 'seed.reaction': 'rxn02212', 'ec-code': '4.2.3.4', 'rhea': '21969','sbo':'SBO:0000176'}","Aromatic amino acids and derivatives; Type III, Type IV, Type VI, ESAT secretion systems",Biosynthesis of secondary metabolites,Amino acids,,chorismate metabolism
rxn02213,rxn02213_c0,3_Dehydroquinate_hydro_lyase_c0,"{""cpd00699_c0"":-1.0,""cpd00001_c0"":1.0,""cpd01716_c0"":1.0}",cpd00699_c0 --> cpd00001_c0 + cpd01716_c0,3dhq_c --> h2o_c + 3dhsk_c,5_Dehydroquinate_c0 --> H2O_c0 + 3_Dehydroshikimate_c0,ZMO0737,0,1000,0,4.2.1.10,4.2.1.10,"{'AraCyc': '3-DEHYDROQUINATE-DEHYDRATASE-RXN', 'bigg.reaction': 'ARO1_2; DHQD; DHQD1; DHQTi', 'BrachyCyc': '3-DEHYDROQUINATE-DEHYDRATASE-RXN', 'kegg.reaction': 'R03084', 'biocyc': 'META:3-DEHYDROQUINATE-DEHYDRATASE-RXN', 'seed.reaction': 'rxn02213', 'ec-code': '4.2.1.10', 'rhea': '21099','sbo':'SBO:0000176'}",Aromatic amino acids and derivatives; Peripheral pathways for catabolism of aromatic compounds,Biosynthesis of secondary metabolites,Amino acids,,chorismate metabolism
rxn02222,rxn02222_c0,Indole_3_acetamide_amidohydrolase_c0,"{""cpd00001_c0"":-1.0,""cpd01747_c0"":-1.0,""cpd00013_c0"":1.0,""cpd00703_c0"":1.0}",cpd00001_c0 + cpd01747_c0 --> cpd00013_c0 + cpd00703_c0,h2o_c + iad_c --> nh4_c + ind3ac_c,H2O_c0 + Indole_3_acetamide_c0 --> NH3_c0 + Indoleacetate_c0,ZMO1370,0,1000,0,3.5.1.4,3.5.1.4,"{'AraCyc': 'RXNN-404', 'bigg.reaction': 'AMD2_3; AMID3', 'BrachyCyc': 'RXNN-404', 'kegg.reaction': 'R03096', 'biocyc': 'META:RXNN-404', 'seed.reaction': 'rxn02222', 'ec-code': '3.5.1.4', 'rhea': '34372','sbo':'SBO:0000176'}",Aromatic amino acids and derivatives; Ammonium_metabolism_H._pylori; Amidase_clustered_with_urea_and_nitrile_hydratase_functions,Tryptophan metabolism,Amino acids,,
rxn02229,rxn02229_c0,3_Mercaptopyruvate_cyanide_sulfurtransferase_c0,"{""cpd00081_c0"":-1.0,""cpd00706_c0"":-1.0,""cpd00020_c0"":1.0,""cpd00268_c0"":1.0}",cpd00081_c0 + cpd00706_c0 <=> cpd00020_c0 + cpd00268_c0,so3_c + mercppyr_c <=> pyr_c + tsul_c,Sulfite_c0 + Mercaptopyruvate_c0 <=> Pyruvate_c0 + H2S2O3_c0,ZMO0094,-1000,1000,0,2.8.1.2,2.8.1.2,"{'kegg.reaction': 'R03105', 'iRS1563': 'R_R03105_c', 'seed.reaction': 'rxn02229','sbo':'SBO:0000176'}",,Cysteine and methionine metabolism,Amino acids,,
rxn02230,rxn02230_c0,3_mercaptopyruvate_cyanide_sulfurtransferase_c0,"{""cpd00150_c0"":-1.0,""cpd00706_c0"":-1.0,""cpd00020_c0"":1.0,""cpd00067_c0"":1.0,""cpd01211_c0"":1.0}",cpd00150_c0 + cpd00706_c0 <=> cpd00020_c0 + cpd00067_c0 + cpd01211_c0,cyan_c + mercppyr_c <=> pyr_c + h_c + tcynt_c,HCN_c0 + Mercaptopyruvate_c0 <=> Pyruvate_c0 + H_plus_c0 + Thiocyanate_c0,ZMO1460 or ZMO0094,-1000,1000,0,2.8.1.2,2.8.1.2,"{'AraCyc': 'MERCAPYSTRANS-RXN', 'bigg.reaction': 'MCPST; MCPSTr', 'BrachyCyc': 'MERCAPYSTRANS-RXN', 'kegg.reaction': 'R03106', 'biocyc': 'META:MERCAPYSTRANS-RXN', 'seed.reaction': 'rxn02230', 'ec-code': '2.8.1.2', 'rhea': '21741','sbo':'SBO:0000176'}",,,Amino acids,,
rxn02264,rxn02264_c0,Hydroxymethylbilane_hydro_lyasecyclizing_c0,"{""cpd00755_c0"":-1.0,""cpd00001_c0"":1.0,""cpd00774_c0"":1.0}",cpd00755_c0 <=> cpd00001_c0 + cpd00774_c0,hmbil_c <=> h2o_c + uppg3_c,Hydroxymethylbilane_c0 <=> H2O_c0 + UroporphyrinogenIII_c0,ZMO1902,-1000,1000,0,4.2.1.75,4.2.1.75,"{'AraCyc': 'UROGENIIISYN-RXN', 'bigg.reaction': 'HEM4; UPP3S', 'BrachyCyc': 'UROGENIIISYN-RXN', 'kegg.reaction': 'R03165', 'biocyc': 'META:UROGENIIISYN-RXN', 'seed.reaction': 'rxn02264', 'ec-code': '4.2.1.75', 'rhea': '18965','sbo':'SBO:0000176'}",Tetrapyrroles; Heme_temp_review,Porphyrin and chlorophyll metabolism,Cofactor/vitamin,,heme metabolism
rxn02268,rxn02268_c0,S_2_methylbutanoyl_CoA_oxygen_2_3_oxidoreductase_c0,"{""cpd00007_c0"":-1.0,""cpd00760_c0"":-2.0,""cpd00001_c0"":2.0,""cpd02125_c0"":2.0}",cpd00007_c0 + 2.0 cpd00760_c0 --> 2.0 cpd00001_c0 + 2.0 cpd02125_c0,o2_c + 2.0 2mbcoa_c --> 2.0 h2o_c + 2.0 2mb2coa_c,O2_c0 + 2.0 2_Methylbutyryl_CoA_c0 --> 2.0 H2O_c0 + 2.0 Tiglyl_CoA_c0,ZMO0485,0,1000,0,1.3.99.2,1.3.99.2,"{'iMO1053-PAO1': 'ACOAD20', 'iMO1056': 'ACOAD20', 'iYO844': 'ACOAD20', 'seed.reaction': 'rxn02268','sbo':'SBO:0000176'}",Branched-chain amino acids; Fermentation; Organic acids; Fatty acids; Electron accepting reactions,,Amino acids,,
rxn02269,rxn02269_c0,S_3_methyl_2_oxopentanoate_NAD_plus__2_oxidoreductase_CoA_methylbutanoylating_c0,"{""cpd00003_c0"":-1.0,""cpd00010_c0"":-1.0,""cpd00508_c0"":-1.0,""cpd00004_c0"":1.0,""cpd00011_c0"":1.0,""cpd00760_c0"":1.0}",cpd00003_c0 + cpd00010_c0 + cpd00508_c0 --> cpd00004_c0 + cpd00011_c0 + cpd00760_c0,nad_c + coa_c + 3mop_c --> nadh_c + co2_c + 2mbcoa_c,NAD_c0 + CoA_c0 + 3MOP_c0 --> NADH_c0 + CO2_c0 + 2_Methylbutyryl_CoA_c0,,0,1000,0,1.2.1.-|1.2.1.25,1.2.1.-|1.2.1.25,"{'AraCyc': '2KETO-3METHYLVALERATE-RXN', 'bigg.reaction': '3MOPCOAL; OIVD3', 'BrachyCyc': '2KETO-3METHYLVALERATE-RXN', 'kegg.reaction': 'R03171', 'biocyc': 'META:2KETO-3METHYLVALERATE-RXN', 'seed.reaction': 'rxn02269', 'ec-code': '1.2.1.25', 'rhea': '30910','sbo':'SBO:0000176'}",,,Amino acids,,
rxn02275,rxn02275_c0,4_Guanidinobutanamide_amidohydrolase_c0,"{""cpd00001_c0"":-1.0,""cpd01973_c0"":-1.0,""cpd00013_c0"":1.0,""cpd00762_c0"":1.0}",cpd00001_c0 + cpd01973_c0 --> cpd00013_c0 + cpd00762_c0,h2o_c + 4gudbd_c --> nh4_c + 4gubut_c,H2O_c0 + 4_Guanidinobutanamide_c0 --> NH3_c0 + 4_Guanidinobutanoate_c0,ZMO1370,0,1000,0,3.5.1.4,3.5.1.4,"{'AraCyc': 'GUANIDINOBUTANAMIDE-NH3-RXN', 'bigg.reaction': 'AMD2_1; AMID; YMR293C', 'BrachyCyc': 'GUANIDINOBUTANAMIDE-NH3-RXN', 'kegg.reaction': 'R03180', 'biocyc': 'META:GUANIDINOBUTANAMIDE-NH3-RXN', 'seed.reaction': 'rxn02275', 'ec-code': '3.5.1.4', 'rhea': '34376','sbo':'SBO:0000176'}",Ammonium_metabolism_H._pylori; Amidase_clustered_with_urea_and_nitrile_hydratase_functions,Arginine and proline metabolism,Amino acids,,
rxn02277,rxn02277_c0,7_8_Diaminononanoate_carbon_dioxide_cyclo_ligase_c0,"{""cpd00002_c0"":-1.0,""cpd00011_c0"":-1.0,""cpd00764_c0"":-1.0,""cpd00008_c0"":1.0,""cpd00009_c0"":1.0,""cpd00067_c0"":3.0,""cpd01311_c0"":1.0}",cpd00002_c0 + cpd00011_c0 + cpd00764_c0 --> cpd00008_c0 + cpd00009_c0 + 3.0 cpd00067_c0 + cpd01311_c0,atp_c + co2_c + dann_c --> adp_c + pi_c + 3.0 h_c + dtbt_c,ATP_c0 + CO2_c0 + 7_8_Diaminononanoate_c0 --> ADP_c0 + Phosphate_c0 + 3.0 H_plus_c0 + Dethiobiotin_c0,ZMO1915,0,1000,0,6.3.3.3,6.3.3.3,"{'AraCyc': 'DETHIOBIOTIN-SYN-RXN', 'bigg.reaction': 'BIO4; DBTS; DBTSr', 'BrachyCyc': 'DETHIOBIOTIN-SYN-RXN', 'kegg.reaction': 'R03182', 'biocyc': 'META:DETHIOBIOTIN-SYN-RXN', 'seed.reaction': 'rxn02277', 'ec-code': '6.3.3.3', 'rhea': '15805','sbo':'SBO:0000176'}",Biotin,Biotin metabolism,Cofactor/vitamin,,biotin biosynthesis
rxn02283,rxn02283_c0,5_Formyltetrahydrofolate_L_glutamate_N_formiminotransferase_c0,"{""cpd00023_c0"":-1.0,""cpd02197_c0"":-1.0,""cpd00067_c0"":1.0,""cpd00087_c0"":1.0,""cpd00770_c0"":1.0}",cpd00023_c0 + cpd02197_c0 <=> cpd00067_c0 + cpd00087_c0 + cpd00770_c0,glu-L_c + 5fthf_c <=> h_c + thf_c + Nforglu_c,L_Glutamate_c0 + 5_Formyltetrahydrofolate_c0 <=> H_plus_c0 + Tetrahydrofolate_c0 + N_Formyl_L_glutamate_c0,ZMO0811,-1000,1000,0,2.1.2.5,2.1.2.5,"{'kegg.reaction': 'R03189', 'seed.reaction': 'rxn02283','sbo':'SBO:0000176'}",,One carbon pool by folate,Cofactor/vitamin,,
